iter	Passed	Remaining
662	3216	1634
663	3220	1629
664	3223	1624
665	3228	1618
666	3232	1613
667	3236	1608
668	3241	1603
669	3244	1598
670	3249	1593
671	3253	1588
672	3257	1582
673	3262	1577
674	3266	1572
675	3270	1567
676	3275	1562
677	3279	1557
678	3283	1552
679	3287	1547
680	3291	1542
681	3295	1536
682	3300	1531
683	3305	1526
684	3309	1521
685	3313	1516
686	3317	1511
687	3323	1507
688	3328	1502
689	3332	1497
690	3337	1492
691	3342	1487
692	3346	1482
693	3351	1477
694	3356	1472
695	3360	1467
696	3366	1463
697	3371	1458
698	3376	1453
699	3380	1448
700	3386	1444
701	3396	1441
702	3401	1436
703	3405	1432
704	3410	1427
705	3415	1422
706	3420	1417
707	3425	1412
708	3429	1407
709	3434	1402
710	3438	1397
711	3443	1392
712	3447	1387
713	3452	1382
714	3456	1377
715	3460	1372
716	3466	1368
717	3471	1363
718	3475	1358
719	3480	1353
720	3484	1348
721	3488	1343
722	3492	1338
723	3497	1333
724	3501	1328
725	3506	1323
726	3510	1318
727	3515	1313
728	3520	1308
729	3524	1303
730	3529	1298
731	3533	1293
732	3537	1288
733	3542	1283
734	3548	1279
735	3552	1274
736	3556	1269
737	3561	1264
738	3565	1259
739	3570	1254
740	3574	1249
741	3579	1244
742	3583	1239
743	3587	1234
744	3591	1229
745	3596	1224
746	3600	1219
747	3604	1214
748	3609	1209
749	3613	1204
750	3617	1199
751	3622	1194
752	3627	1189
753	3631	1184
754	3636	1179
755	3641	1175
756	3645	1170
757	3649	1165
758	3655	1160
759	3659	1155
760	3664	1150
761	3674	1147
762	3678	1142
763	3683	1137
764	3687	1132
765	3691	1127
766	3696	1122
767	3700	1117
768	3705	1112
769	3709	1108
770	3714	1103
771	3718	1098
772	3722	1093
773	3727	1088
774	3732	1083
775	3736	1078
776	3740	1073
777	3745	1068
778	3750	1063
779	3754	1058
780	3759	1054
781	3764	1049
782	3768	1044
783	3772	1039
784	3777	1034
785	3781	1029
786	3785	1024
787	3789	1019
788	3794	1014
789	3798	1009
790	3803	1004
791	3808	1000
792	3812	995
793	3817	990
794	3821	985
795	3825	980
796	3830	975
797	3835	970
798	3839	965
799	3843	960
800	3850	956
801	3855	951
802	3859	946
803	3863	941
804	3868	936
805	3872	932
806	3876	927
807	3880	922
808	3885	917
809	3889	912
810	3893	907
811	3898	902
812	3902	897
813	3906	892
814	3911	887
815	3915	882
816	3919	877
817	3923	873
818	3927	868
819	3931	863
820	3935	858
821	3940	853
822	3944	848
823	3948	843
824	3953	838
825	3958	833
826	3963	829
827	3968	824
828	3973	819
829	3978	814
830	3983	810
831	3988	805
832	3993	800
833	3998	795
834	4003	791
835	4007	786
836	4012	781
837	4018	776
838	4023	772
839	4028	767
840	4033	762
841	4043	758
842	4049	754
843	4054	749
844	4059	744
845	4064	739
846	4068	734
847	4073	730
848	4078	725
849	4083	720
850	4087	715
851	4093	711
852	4098	706
853	4102	701
854	4107	696
855	4113	692
856	4118	687
857	4122	682
858	4127	677
859	4131	672
860	4136	667
861	4141	663
862	4145	658
863	4150	653
864	4155	648
865	4159	643
866	4163	638
867	4168	633
868	4173	629
869	4177	624
870	4182	619
871	4187	614
872	4191	609
873	4196	604
874	4200	600
875	4204	595
876	4209	590
877	4213	585
878	4218	580
879	4222	575
880	4226	570
881	4231	566
882	4235	561
883	4242	556
884	4247	551
885	4251	547
886	4257	542
887	4261	537
888	4265	532
889	4270	527
890	4275	522
891	4279	518
892	4283	513
893	4288	508
894	4292	503
895	4296	498
896	4301	493
897	4305	489
898	4309	484
899	4314	479
900	4319	474
901	4323	469
902	4327	464
903	4332	460
904	4337	455
905	4341	450
906	4346	445
907	4351	440
908	4355	436
909	4360	431
910	4365	426
911	4370	421
912	4375	416
913	4379	412
914	4384	407
915	4388	402
916	4393	397
917	4397	392
918	4401	387
919	4406	383
920	4410	378
921	4415	373
922	4419	368
923	4423	363
924	4428	359
925	4432	354
926	4437	349
927	4441	344
928	4445	339
929	4449	334
930	4454	330
931	4458	325
932	4462	320
933	4467	315
934	4472	310
935	4476	306
936	4480	301
937	4485	296
938	4489	291
939	4493	286
940	4498	282
941	4502	277
942	4506	272
943	4511	267
944	4515	262
945	4519	257
946	4523	253
947	4528	248
948	4533	243
949	4538	238
950	4542	234
951	4547	229
952	4551	224
953	4556	219
954	4560	214
955	4564	210
956	4568	205
957	4573	200
958	4577	195
959	4582	190
960	4586	186
961	4590	181
962	4595	176
963	4599	171
964	4603	166
965	4608	162
966	4612	157
967	4617	152
968	4621	147
969	4627	143
970	4632	138
971	4637	133
972	4642	128
973	4646	124
974	4650	119
975	4655	114
976	4659	109
977	4664	104
978	4669	100
979	4673	95
980	4677	90
981	4682	85
982	4687	81
983	4691	76
984	4696	71
985	4700	66
986	4704	61
987	4709	57
988	4713	52
989	4717	47
990	4722	42
991	4728	38
992	4733	33
993	4737	28
994	4742	23
995	4747	19
996	4752	14
997	4757	9
998	4762	4
999	4766	0
