iter	Logloss
208	0.2421015127
209	0.2418789864
210	0.2413765566
211	0.2411213401
212	0.2409733767
213	0.2407974548
214	0.2406215611
215	0.2404621127
216	0.2401903494
217	0.2399774994
218	0.2396767506
219	0.2394860031
220	0.2392290838
221	0.2389346157
222	0.2388280073
223	0.2386452362
224	0.2383630106
225	0.2381700552
226	0.2379101451
227	0.2376057001
228	0.237132617
229	0.2367495207
230	0.2365537325
231	0.2363254474
232	0.2360806056
233	0.2358640919
234	0.2356651648
235	0.2353776757
236	0.2352030362
237	0.2350229229
238	0.2347762034
239	0.2343424608
240	0.2341512576
241	0.2336335464
242	0.2333904554
243	0.2332105651
244	0.2329019527
245	0.2325734133
246	0.2323354335
247	0.2321141161
248	0.2319638743
249	0.2317818749
250	0.2315463582
251	0.2313187687
252	0.2310363358
253	0.2308193424
254	0.2306442613
255	0.2304333512
256	0.2301454939
257	0.2298968727
258	0.2297324725
259	0.229666116
260	0.2292358706
261	0.2289887815
262	0.2288589816
263	0.2286889271
264	0.2286200354
265	0.2285147207
266	0.2283766693
267	0.2282649131
268	0.2280097417
269	0.2277936526
270	0.2275918235
271	0.227449166
272	0.2271656539
273	0.2270319391
274	0.2269199699
275	0.2265502602
276	0.2264079653
277	0.2261160817
278	0.2259677952
279	0.2256656159
280	0.2253765566
281	0.2251810379
282	0.2250280408
283	0.2246277163
284	0.2244493736
285	0.2242769546
286	0.2240942159
287	0.2238763536
288	0.2237418714
289	0.2235808288
290	0.2233673468
291	0.22305026
292	0.2226958345
293	0.2224955404
294	0.222307967
295	0.2220367243
296	0.2218643392
297	0.2216124916
298	0.2213921787
299	0.221210333
300	0.2208655544
301	0.2206538655
302	0.2204886005
303	0.2203043142
304	0.2200817568
305	0.220009152
306	0.2198113718
307	0.2195939058
308	0.2192599957
309	0.2191412957
310	0.2189801854
311	0.2188306871
312	0.2187044649
313	0.2184451501
314	0.2181766781
315	0.2179378038
316	0.217774236
317	0.2176061819
318	0.2174410072
319	0.2172360011
320	0.2169832351
321	0.2167789654
322	0.2164155873
323	0.2162354317
324	0.2161103607
325	0.2158130358
326	0.2156641878
327	0.2155089562
328	0.2154006365
329	0.2152243408
330	0.215101362
331	0.2149321031
332	0.2148185058
333	0.2146003599
334	0.2143688075
335	0.2140959226
336	0.2138317548
337	0.2136901187
338	0.2135064955
339	0.2132833117
340	0.2130969728
341	0.2129359753
342	0.2127744093
343	0.2124319443
344	0.2121504722
345	0.2119147707
346	0.2117728044
347	0.2115592519
348	0.2114225478
349	0.2111590163
350	0.2109234827
351	0.2107834477
352	0.210590553
353	0.2103656932
354	0.2099521682
355	0.2095112899
356	0.2093388879
357	0.2091306173
358	0.208904375
359	0.2087199871
360	0.2085335988
361	0.2083558317
362	0.2081957033
363	0.2078091351
364	0.2072008192
365	0.206976734
366	0.2067902822
367	0.2065855483
368	0.206402701
369	0.206130063
370	0.2059346952
371	0.2057308897
372	0.205435293
373	0.205031718
374	0.2047654172
375	0.2046123524
376	0.2044106799
377	0.2041596731
378	0.203882769
379	0.2037044573
380	0.203579921
381	0.2034601149
382	0.203333605
383	0.2032124347
384	0.2029445538
385	0.2027385856
386	0.202588719
387	0.2023499294
388	0.2021717644
389	0.2020000382
390	0.2018003266
391	0.2015790968
392	0.2013796575
393	0.2012296203
394	0.2010957757
395	0.2009212167
396	0.2007820606
397	0.2004767833
398	0.2002803108
399	0.2001218725
400	0.1999031482
401	0.19979007
402	0.1995939771
403	0.1992656705
404	0.1991430006
405	0.1990048124
406	0.1988383242
407	0.1985949313
408	0.1983649632
409	0.1982172227
410	0.1981087549
411	0.1979103272
412	0.1977509549
413	0.1975997369
414	0.1973629308
415	0.1971518669
416	0.1969898184
417	0.1968181839
418	0.1967037937
419	0.1965525799
420	0.196468761
421	0.1962835239
422	0.1960297294
423	0.1958131268
424	0.1957098972
425	0.195566499
426	0.195354789
427	0.1951688281
428	0.1949071912
429	0.1947207705
430	0.1946093147
431	0.1944810498
432	0.1943951655
433	0.1942313127
434	0.1940694236
435	0.1939673946
436	0.1937928595
437	0.193691502
438	0.1934966717
439	0.1933332378
440	0.1932115512
441	0.1930814043
442	0.1929642519
443	0.1928530896
444	0.1925230083
445	0.1923358017
446	0.192184492
447	0.192019852
448	0.1919004564
449	0.1917409304
450	0.1915738837
451	0.1913997492
452	0.1911402426
453	0.1910675955
454	0.1908715448
455	0.1907626948
456	0.1905336704
457	0.1903772312
458	0.1902100419
459	0.1900788919
460	0.1898624262
461	0.1897001577
462	0.1895394015
463	0.1893864412
464	0.189188541
465	0.1889840033
466	0.1888351201
467	0.1887145127
468	0.1886095366
469	0.1884548805
470	0.1882940538
471	0.1881119062
472	0.1879115598
473	0.1877801969
474	0.1876045938
475	0.1874041416
476	0.1872074787
477	0.1870367485
478	0.1868989707
479	0.1867923652
480	0.1866410921
481	0.1865130783
482	0.1863668205
483	0.1861830223
484	0.1860256618
485	0.1858553477
486	0.1857388062
487	0.1856392276
488	0.1855421264
489	0.1853827598
490	0.1852530544
491	0.1851264231
492	0.1850355377
493	0.184887271
494	0.1848298784
495	0.1846905784
496	0.1845944323
497	0.1844676895
498	0.1843629363
499	0.1842336669
500	0.1840826083
501	0.1839607721
502	0.1838069639
503	0.1836878562
504	0.1835857087
505	0.1834916575
506	0.1833761768
507	0.1832542673
508	0.1829914595
509	0.182797803
510	0.1826885396
511	0.1825243256
512	0.1824187936
513	0.1822363695
514	0.1820961822
515	0.1819518755
516	0.1818157611
517	0.1816855267
518	0.1815692066
519	0.181468127
520	0.1813215321
521	0.1811980905
522	0.1811399671
523	0.1810138042
524	0.1808904388
525	0.1807979691
526	0.1806616656
527	0.1804790497
528	0.1803579189
529	0.1802444627
530	0.1800938682
531	0.1799745094
532	0.1797714219
533	0.1796477264
534	0.1795140399
535	0.1794200748
536	0.1793187356
537	0.1791555557
538	0.1790089946
539	0.1788452546
540	0.1786706462
541	0.1785461592
542	0.1784486235
543	0.1782790669
544	0.1781696511
545	0.1778880605
546	0.1777539225
547	0.1776538375
548	0.1775011085
549	0.1774261195
550	0.1772574729
551	0.1771524771
552	0.1770392734
553	0.1769281068
554	0.1768231604
555	0.1767122675
556	0.1766005719
557	0.176495205
558	0.1763969385
559	0.1762701294
560	0.1760719796
561	0.1758903103
562	0.1757471279
563	0.1756084953
564	0.1754487562
565	0.1753213787
566	0.1751839903
567	0.175093854
568	0.1749674103
569	0.1748306286
570	0.1747072731
571	0.1746009539
572	0.1744490784
573	0.1743159943
574	0.1742034212
575	0.1741070536
576	0.1740200012
577	0.1739141546
578	0.1737809816
579	0.1736921516
580	0.1735851553
581	0.1734378535
582	0.1733332767
583	0.1732215049
584	0.1731072601
585	0.1729737965
586	0.1728627527
587	0.1727445478
588	0.1726416653
589	0.1724554858
590	0.1723878722
591	0.1722424355
592	0.172087414
593	0.1719880034
594	0.1718990775
595	0.1717666225
596	0.1716766513
597	0.1716049296
598	0.1714658399
599	0.1712601735
600	0.1711888215
601	0.1710779949
602	0.1709660285
603	0.1708478871
604	0.1707296075
605	0.1706196345
606	0.170509368
607	0.1704188353
608	0.1703278059
609	0.1701928427
610	0.170081116
611	0.1698829422
612	0.1697899491
613	0.169631879
614	0.1695140353
615	0.1693904329
616	0.1692938226
617	0.1692008648
618	0.1690674082
619	0.1689318059
620	0.1688443331
621	0.1687438728
622	0.1686260954
623	0.168501332
624	0.1684264699
625	0.1682849678
626	0.168160835
627	0.1680475819
628	0.16794895
629	0.1678683814
630	0.1678011784
631	0.1677117813
632	0.1675821507
633	0.1675160242
634	0.1674216711
635	0.1673374049
636	0.1672296115
637	0.1671312434
638	0.1669980464
639	0.1668867585
640	0.1667689388
641	0.1666391418
642	0.1665299503
643	0.1664131689
644	0.166197252
645	0.1660753002
646	0.1659602343
647	0.1658793949
648	0.1657810663
649	0.1656590115
650	0.165576884
651	0.1654593564
652	0.1654160785
653	0.1652969087
654	0.1652365337
655	0.1651380288
656	0.1650378704
657	0.1649064736
658	0.1648202112
659	0.1647402351
660	0.1646064837
661	0.1645464178
662	0.1643694392
663	0.1642811834
664	0.1641406082
665	0.164048295
666	0.1639103438
667	0.1638107794
668	0.1637217956
669	0.1636488861
670	0.1635907105
671	0.1634925794
672	0.1634172434
673	0.1633550119
674	0.16327222
675	0.1631871681
676	0.1630914437
677	0.1629864097
678	0.162830333
679	0.1627294933
680	0.1625660355
681	0.1624217287
682	0.1623549363
683	0.1622471711
684	0.1621531255
685	0.1620091799
686	0.1619010649
687	0.1617759628
688	0.161697145
689	0.1616275494
690	0.1615616485
691	0.1614483024
692	0.1613605107
693	0.1612528471
694	0.1611759112
695	0.1609840139
696	0.1608961588
697	0.160773788
698	0.1606865014
699	0.1605779208
700	0.1604958103
701	0.1604002397
702	0.1603053406
703	0.1601174456
704	0.1600120011
705	0.1599246891
706	0.1598154384
707	0.1597220799
708	0.1596404293
709	0.1595181784
710	0.159407112
711	0.1592774109
712	0.1591945358
713	0.1590590533
714	0.158971692
715	0.1588769255
716	0.1587715812
717	0.1586849139
718	0.1585875263
719	0.158482759
720	0.1583788226
721	0.1582782395
722	0.158164157
723	0.158044856
724	0.1579581323
725	0.1578771447
726	0.1577812581
727	0.15766286
728	0.1576038733
729	0.1575440063
730	0.157455869
731	0.1573836902
732	0.1572795563
733	0.1571138328
734	0.1570514292
735	0.1569899525
736	0.1568894513
737	0.1568032299
738	0.1567123233
739	0.1566184893
740	0.156544248
741	0.1564551119
742	0.1563366376
743	0.1562472279
744	0.1561236635
745	0.1559794316
746	0.1559004092
747	0.1558609404
748	0.1557391649
749	0.1556599507
750	0.1555338273
751	0.155397339
752	0.1553038196
753	0.1552324718
754	0.1551361803
755	0.1550317587
756	0.1549279394
757	0.1548360593
758	0.1547415228
759	0.1546454613
760	0.1545786956
761	0.1545242417
762	0.1544520023
763	0.1543769808
764	0.1542511043
765	0.1541837757
766	0.1541154758
767	0.154040817
768	0.1539380381
769	0.1538292014
770	0.1537832466
771	0.1537357371
772	0.1536090459
773	0.1535519637
774	0.1534559169
775	0.1533881257
776	0.1532848361
777	0.1532100432
778	0.1531392322
779	0.1530570723
780	0.1529763577
781	0.1528912141
782	0.1527943936
783	0.1527494524
784	0.1526710825
785	0.1525661967
786	0.1524959436
787	0.1524047979
788	0.152283598
789	0.1521647555
790	0.152071057
791	0.1520083966
792	0.1519030424
793	0.1518238437
794	0.1517556207
795	0.151675862
796	0.1516083578
797	0.1515306552
798	0.1514101734
799	0.1513300464
800	0.151240461
801	0.1510703719
802	0.1509897116
803	0.1508520235
804	0.1508098587
805	0.1507338046
806	0.1506545466
807	0.1505666738
808	0.1505163668
809	0.1504559545
810	0.1503958998
811	0.1502924897
812	0.150195904
813	0.1501005126
814	0.1500022186
815	0.1499012744
816	0.1498263376
817	0.149741766
818	0.1496797066
819	0.1495939909
820	0.1495269255
821	0.1494635428
822	0.1493892543
823	0.149301792
824	0.1492355702
825	0.1491320133
826	0.1490467018
827	0.148960371
828	0.1488866397
829	0.1487745689
830	0.1486896537
831	0.1486044713
832	0.1485287
833	0.1484335943
834	0.1483571614
835	0.1482598767
836	0.1481761142
837	0.1480863539
838	0.148024741
839	0.1479459021
840	0.1478911434
841	0.1478228576
842	0.1477185699
843	0.1476291679
844	0.1475697657
845	0.1474977619
846	0.1474093509
847	0.1473139419
848	0.1472247317
849	0.147171103
850	0.1470997249
851	0.1470040915
852	0.1469112338
853	0.1467921924
854	0.14671974
855	0.1465989824
856	0.1465327429
857	0.1463881089
858	0.1462768309
859	0.1461824038
860	0.1460438402
861	0.1459390793
862	0.1458792468
863	0.1457962306
864	0.1457316015
865	0.1456434748
866	0.145574878
867	0.1454972664
868	0.1454267847
869	0.1453576829
870	0.1453009195
871	0.1451976906
872	0.1451203795
873	0.1450943869
874	0.1450227718
875	0.1449530125
876	0.1448898844
877	0.1448265004
878	0.1447504223
879	0.1446631752
880	0.1445785951
881	0.1445287896
882	0.1444687018
883	0.1443727087
884	0.1442510214
885	0.1441106218
886	0.1440128222
887	0.1439402703
888	0.1438744922
889	0.1437864071
890	0.1437214754
891	0.1436101417
892	0.1435266056
893	0.1434251465
894	0.1433584676
895	0.1432398113
896	0.1431280417
897	0.1430530739
898	0.1429607551
899	0.1428627975
900	0.142756551
901	0.142676953
902	0.1426040893
903	0.1425418628
904	0.1424712479
905	0.1423418056
906	0.142268578
907	0.1421793198
908	0.1421168203
909	0.1420202982
910	0.1419388162
911	0.1418347937
912	0.1417482513
913	0.1416647462
914	0.1416168982
915	0.1415320861
916	0.1414626519
917	0.1414239858
918	0.1413241138
919	0.1412492525
920	0.1411481334
921	0.1410530164
922	0.1409725494
923	0.1408131447
924	0.1406822536
925	0.1406226073
926	0.1405746683
927	0.1404881012
928	0.1404057657
929	0.1403515473
930	0.1402004865
931	0.1401219086
932	0.1400532363
933	0.139974307
934	0.1398953792
935	0.1398012913
936	0.1397451557
937	0.1396739927
938	0.1396169818
939	0.1395647921
940	0.1395077825
941	0.1394293097
942	0.139384475
943	0.1393640775
944	0.1392889926
945	0.1392135669
946	0.1391412168
947	0.1390729797
948	0.1389714374
949	0.1388447729
950	0.1387473359
951	0.1386764205
952	0.1386147469
953	0.1385528858
954	0.1384953289
955	0.138423919
956	0.1383599113
957	0.138303622
958	0.1382592387
959	0.13813269
960	0.1380905075
961	0.1380319807
962	0.1379703622
963	0.1379046906
964	0.1377995261
965	0.1377380825
966	0.1376589755
967	0.1375924483
968	0.1375327449
969	0.1374494296
970	0.1373839336
971	0.1373230311
972	0.1371817391
973	0.1371302139
974	0.1370516501
975	0.1369640658
976	0.1369034898
977	0.1367930484
978	0.1367076692
979	0.1366500996
980	0.1365814646
981	0.1365081657
982	0.1364418931
983	0.136380774
984	0.1363125249
985	0.1362776389
986	0.1361857928
987	0.136098648
988	0.1360305809
989	0.1359349489
990	0.1358712432
991	0.1358100465
992	0.1357503368
993	0.1356763931
994	0.1355733279
995	0.1354953347
996	0.1354411417
997	0.1353603552
998	0.1352684872
999	0.135216562
